lat,long,max_temp,humidity,clouds,wind,country,date
18.451,-78.1736,29.814999999999998,73,20,5.66,JM,1620448268
62.8833,152.4333,27.568,59,92,1.08,RU,1620448268
29.1431,71.2598,31.177,14,77,4.57,PK,1620448268
60.3067,22.301,27.704,80,0,1.54,FI,1620448269
69.4865,88.3972,27.47,99,100,2.4,RU,1620448269
59.8683,48.0123,28.232999999999997,67,4,2.2,RU,1620448270
44.5086,50.263,28.963,54,0,2.15,KZ,1620448270
43.3236,145.575,29.314999999999998,49,40,7.2,JP,1620448270
52.6182,81.2271,29.038999999999998,29,22,2.55,RU,1620448270
3.3,117.6333,30.014999999999997,89,90,3.09,ID,1620448271
35.0502,-78.8664,28.258999999999997,81,1,2.06,US,1620448271
41.525,20.5275,28.514999999999997,76,0,1.54,MK,1620448271
-19.9842,57.6142,29.926,73,29,0.89,MU,1620448267
25.5198,90.2201,30.201999999999998,59,30,0.48,IN,1620448272
61.2767,108.0108,28.256999999999998,56,64,2.96,RU,1620448272
-37.8333,140.7667,29.014999999999997,72,75,5.66,AU,1620448273
62.2266,-6.589,27.214999999999996,80,84,2.57,FO,1620448273
47.3821,-61.8597,27.514999999999997,100,100,2.57,CA,1620448273
23.1333,73.6167,31.1,23,13,3.87,IN,1620448274
18.6853,12.9164,30.256,10,0,2.95,NE,1620448274
-11.7358,24.4293,28.518,74,5,1.54,ZM,1620448275
54.0359,19.0266,27.758999999999997,100,61,3.03,PL,1620448275
-11.7758,-75.4966,28.176,75,71,1.25,PE,1620448275
10.3744,10.7288,29.689999999999998,75,100,3.36,NG,1620448276
-41.4122,175.5153,29.093,72,40,7.72,NZ,1620448276
57.6409,18.296,27.714999999999996,93,32,3.09,SE,1620448277
8.3565,80.4173,30.468,57,95,3.28,LK,1620448275
49.2,119.7,28.385,36,82,8.32,CN,1620448277
44.6689,-90.1718,27.714999999999996,56,1,2.06,US,1620448277
29.5667,-104.4167,29.714999999999996,43,1,3.09,MX,1620448278
62.1444,117.6319,28.122000000000003,58,95,1.71,RU,1620448278
0.7414,30.0417,29.236,96,100,0.93,UG,1620448278
-15.2261,-59.3353,28.657,94,9,1.64,BR,1620448278
-16.4497,-39.0647,29.714999999999996,88,20,1.03,BR,1620448279
54.7167,158.6167,28.269,57,68,2.96,RU,1620448279
22.6833,90.65,30.48,55,28,0.37,BD,1620448279
23.45,-110.2167,29.814999999999998,41,40,3.14,MX,1620448280
40.7668,-72.8521,28.314999999999998,71,90,3.56,US,1620448280
26.8833,-111.9833,29.535000000000004,44,67,1.78,MX,1620448280
38.0615,-1.0488,28.926,75,7,0.9,ES,1620448280
55.3422,-131.6461,28.014999999999997,93,90,6.69,US,1620448281
40.6804,-122.3708,29.514999999999997,17,1,8.23,US,1620448281
54.4,23.2333,27.653,79,97,4.29,LT,1620448281
41.9294,19.2244,29.115,42,20,8.75,ME,1620448282
58.9303,46.7586,28.256999999999998,68,8,2.06,RU,1620448282
53.5167,-8.85,27.871,77,100,6.26,IE,1620448282
0.4186,33.1731,29.056,96,100,0.49,UG,1620448145
-46.2817,169.8464,28.758999999999997,90,100,2.25,NZ,1620448283
48.8002,-79.1996,27.467000000000002,85,24,1.35,CA,1620448283
10.3997,-75.5144,30.014999999999997,89,40,3.09,CO,1620448258
-29.9533,-71.3436,28.514999999999997,87,0,2.57,CL,1620448283
-9.6567,120.2641,30.201,64,94,4.52,ID,1620448284
41.1415,-73.3579,28.314999999999998,100,100,2.94,US,1620448190
58.1376,7.07,27.871,79,12,1.79,NO,1620448284
51.2585,-80.6094,27.514999999999997,93,90,2.06,CA,1620448284
45.3929,47.3707,29.125,51,4,3.78,RU,1620448285
29.9697,40.2064,29.415,18,0,2.57,SA,1620448285
34.7758,72.3625,29.913999999999998,43,13,1.98,PK,1620448246
54.5163,-128.6035,27.915,75,90,9.77,CA,1620448258
67.45,153.6833,27.24,82,100,2.19,RU,1620448285
-20.7333,139.5,30.314999999999998,17,80,3.09,AU,1620448263
43.7501,-81.7165,27.814999999999998,87,100,2.57,CA,1620448206
40.5614,65.6886,29.814999999999998,47,55,4.12,UZ,1620448286
67.667,12.6934,27.689999999999998,59,98,4.94,NO,1620448287
64.8569,-147.8028,28.514999999999997,58,75,2.57,US,1620448287
-35.7167,150.1833,29.482,66,41,1.57,AU,1620448287
49.7833,-92.7503,27.915,52,20,2.06,CA,1620448288
31.4583,131.2333,29.714999999999996,60,75,1.03,JP,1620448288
-10.5775,-75.4017,28.774,99,99,0.39,PE,1620448288
21.1167,70.1167,30.486,52,39,3.87,IN,1620448289
-25.2406,130.9889,29.615,49,40,3.09,AU,1620448289
-6.2167,149.55,30.25,73,96,5.58,PG,1620448289
12.1667,104.55,30.779000000000003,47,66,2.59,KH,1620448290
47.4667,84.8667,29.073,47,88,4.93,KZ,1620448290
0.0487,18.2603,29.427999999999997,98,100,1.62,CD,1620448290
-25.4,-70.4833,28.932,84,8,0.21,CL,1620448220
67.3,14.75,27.714999999999996,60,75,5.14,NO,1620448291
22.8333,104.9833,30.54,60,45,1.99,VN,1620448291
9.75,-63.1767,29.57,96,100,1.75,VE,1620448291
3.5167,39.0584,29.243000000000002,87,100,2.52,KE,1620448292
9.4515,18.9449,29.723000000000003,74,100,2.73,TD,1620448292
43.0514,-83.3188,27.714999999999996,93,90,4.12,US,1620448292
66.8333,70.8333,27.282999999999998,94,100,4.04,RU,1620448293
3.7833,72.9667,30.23,69,7,0.94,MV,1620448293
12.2188,125.4808,30.113,84,100,3.25,PH,1620448293
2.4312,103.8405,30.115,83,40,2.06,MY,1620448294
13.4391,121.8202,30.426,69,18,3.13,PH,1620448294
49.4867,105.9228,28.236,42,99,1.94,MN,1620448294
45.3392,14.3083,28.371,66,0,1.54,HR,1620448295
-16.4833,-151.75,30.038999999999998,73,77,3.66,PF,1620448295
27.1172,114.9793,29.788,82,96,0.76,CN,1620448295
-32.2375,-53.0869,28.208,87,0,1.15,BR,1620448288
51.7102,143.2326,27.445,88,100,5.61,RU,1620448296
49.4833,-113.952,28.115,36,90,7.72,CA,1620448207
52.9999,-122.5029,28.014999999999997,65,1,1.01,CA,1620448206
39.5994,-110.8107,29.014999999999997,27,1,6.69,US,1620448036
-26.6481,15.1594,28.808999999999997,76,0,8.36,NA,1620448296
39.5108,54.3671,29.083,62,100,0.72,TM,1620448297
32.9537,-96.8903,29.648000000000003,53,1,5.66,US,1620448297
13.7667,109.2333,30.226999999999997,71,100,3.99,VN,1620448298
8.1333,77.3,30.415,74,20,2.06,IN,1620448298
34.8014,-106.5436,29.415,32,20,5.66,US,1620448206
15.0,-83.2333,29.982999999999997,75,62,4.45,HN,1620448298
13.0667,-59.5333,30.014999999999997,61,40,8.75,BB,1620448148
6.3333,101.75,30.648000000000003,74,20,1.54,TH,1620448299
12.485,-16.5469,29.514999999999997,88,0,2.06,SN,1620448299
58.5169,-117.136,28.314999999999998,66,90,3.09,CA,1620448299
-5.2459,39.7666,29.857999999999997,77,73,6.19,TZ,1620448300
28.0667,95.3333,30.344,50,37,2.1,IN,1620448300
-28.45,18.7333,28.304000000000002,91,0,2.24,NA,1620448301
36.7833,140.75,29.648000000000003,50,73,2.68,JP,1620448301
42.5617,-2.356,28.758999999999997,100,0,1.75,ES,1620448301
1.6381,18.0667,29.416000000000004,97,100,2.02,CG,1620448301
31.1783,115.0319,30.224,52,16,4.46,CN,1620448302
28.6585,-17.9182,29.214999999999996,63,0,3.09,ES,1620448302
51.9556,66.4042,29.145999999999997,32,99,5.68,KZ,1620448303
64.8945,-23.7142,27.387999999999998,66,6,6.95,IS,1620448303
-30.2578,-50.5097,28.776999999999997,72,6,1.9,BR,1620448303
-20.6667,-40.4975,29.514999999999997,100,90,3.6,BR,1620448303
-18.9181,-54.8442,28.96,77,38,1.55,BR,1620448304
-23.85,151.25,30.014999999999997,44,52,4.63,AU,1620448304
-28.783,32.0377,29.123,90,41,3.8,ZA,1620448085
7.5264,-12.505,29.969,86,100,2.25,SL,1620448304
38.7333,-27.0667,29.014999999999997,88,40,7.77,PT,1620448305
-0.95,-80.7333,29.714999999999996,83,75,4.12,EC,1620448305
23.3167,92.75,29.814999999999998,83,75,1.56,IN,1620448306
54.8097,105.1578,28.431,46,99,4.68,RU,1620448306
-20.2333,164.0167,29.976,77,100,4.44,NC,1620448306
35.7333,140.8333,29.871,64,75,4.12,JP,1620448307
18.7333,-103.6833,29.666000000000004,86,46,0.72,MX,1620448307
-33.6971,-53.4616,28.32,80,6,1.67,UY,1620448308
54.8377,75.0834,29.232,31,7,3.32,RU,1620448308
-23.65,-70.4,28.814999999999998,72,0,1.03,CL,1620448308
-21.35,165.15,29.963,75,100,1.89,NC,1620448308
14.8961,-24.4956,29.587,77,100,3.02,CV,1620448309
3.7899,101.857,30.238999999999997,80,90,0.38,MY,1620448309
-23.7,133.8833,29.648000000000003,23,97,3.09,AU,1620448309
34.54,-112.4685,28.982,26,11,4.12,US,1620448310
48.7555,-91.6216,27.361,75,61,1.91,CA,1620448310
4.8,119.85,29.923000000000002,83,100,3.68,PH,1620448310
27.9378,-82.2859,29.514999999999997,72,1,3.79,US,1620448262
-3.3542,-64.7114,29.567,98,100,0.93,BR,1620448311
44.4167,1.3333,28.593,100,40,2.57,FR,1620448311
14.8,74.1333,30.502999999999997,61,27,2.21,IN,1620448311
35.1478,-114.5683,30.514999999999997,8,1,6.69,US,1620448312
-30.6497,24.0123,28.204,86,0,3.06,ZA,1620448312
3.4568,8.5547,29.814999999999998,94,40,1.54,GQ,1620448312
